order_id,order_date,region,category,product,unit_price,quantity,discount,revenue,cost,profit
14049,2022-05-04,South,Sports,Tennis Racket,6248.64,4,0.0,24994.56,15765.1,9229.46
13119,2022-05-05,Central,Electronics,Tablet,27092.78,2,0.0,54185.56,28684.29,25501.27
12917,2022-05-05,South,Clothing,Jeans,2356.95,2,0.1,4242.51,3275.47,967.04
12499,2022-05-05,North,Sports,Tennis Racket,5684.45,4,0.15,19327.13,13166.52,6160.61
12206,2022-05-05,South,Food & Beverage,Snack Box,430.29,3,0.15,1097.24,667.32,429.92
11732,2022-05-05,Central,Electronics,Headphones,7608.69,8,0.1,54782.57,41009.36,13773.21
13294,2022-05-05,South,Sports,Tennis Racket,5412.21,5,0.0,27061.05,17429.05,9632.0
10508,2022-05-05,Central,Sports,Dumbbells,3215.29,7,0.15,19130.98,14285.87,4845.11
14839,2022-05-05,South,Furniture,Table,17669.51,5,0.15,75095.42,44734.49,30360.93
14737,2022-05-06,North,Sports,Dumbbells,3068.78,5,0.0,15343.9,8632.99,6710.91
12047,2022-05-06,East,Electronics,Smart Watch,13674.14,2,0.2,21878.62,18143.31,3735.31
11332,2022-05-06,North,Clothing,Jeans,1992.84,5,0.1,8967.78,6691.49,2276.29
12763,2022-05-06,North,Clothing,Dress,3182.54,4,0.0,12730.16,8231.4,4498.76
12727,2022-05-06,Central,Food & Beverage,Tea Set,1657.09,6,0.0,9942.54,6881.19,3061.35
13891,2022-05-06,West,Food & Beverage,Protein Bar,283.86,11,0.05,2966.34,1975.47,990.87
12075,2022-05-07,Central,Sports,Dumbbells,2955.66,6,0.2,14187.17,10013.27,4173.9
11390,2022-05-08,West,Food & Beverage,Juice Pack,231.8,3,0.0,695.4,392.97,302.43
13311,2022-05-08,Central,Food & Beverage,Snack Box,472.69,5,0.15,2008.93,1246.38,762.55
10919,2022-05-08,East,Clothing,Dress,3261.71,5,0.0,16308.55,8373.74,7934.81
13255,2022-05-09,West,Furniture,Chair,11823.52,5,0.1,53205.84,38113.82,15092.02
10605,2022-05-09,Central,Electronics,Smart Watch,15576.03,4,0.0,62304.12,38349.83,23954.29
10358,2022-05-09,North,Food & Beverage,Tea Set,1804.45,2,0.1,3248.01,2156.44,1091.57
11484,2022-05-09,North,Clothing,Dress,2868.08,2,0.15,4875.74,3223.45,1652.29
13851,2022-05-09,North,Electronics,Headphones,7888.26,1,0.1,7099.43,4795.69,2303.74
13590,2022-05-09,West,Food & Beverage,Snack Box,443.76,4,0.1,1597.54,1169.96,427.58
14473,2022-05-09,North,Furniture,Sofa,44004.25,5,0.15,187018.06,141347.48,45670.58
13435,2022-05-09,East,Furniture,Sofa,41609.22,2,0.2,66574.75,57870.34,8704.41
13990,2022-05-10,West,Clothing,Jeans,2245.84,3,0.05,6400.64,3666.85,2733.79
11409,2022-05-10,Central,Furniture,Bookshelf,9712.46,2,0.1,17482.43,12496.56,4985.87
10570,2022-05-10,South,Food & Beverage,Juice Pack,263.12,2,0.05,499.93,363.26,136.67
12684,2022-05-10,North,Sports,Dumbbells,2737.35,4,0.0,10949.4,5921.45,5027.95
13347,2022-05-10,South,Clothing,T-Shirt,831.65,1,0.05,790.07,542.69,247.38
13279,2022-05-10,North,Food & Beverage,Juice Pack,226.13,4,0.05,859.29,616.23,243.06
10641,2022-05-10,Central,Food & Beverage,Protein Bar,284.43,6,0.05,1621.25,1105.16,516.09
14705,2022-05-10,Central,Food & Beverage,Juice Pack,234.12,1,0.15,199.0,123.94,75.06
11148,2022-05-10,Central,Food & Beverage,Protein Bar,323.21,3,0.1,872.67,577.13,295.54
11982,2022-05-10,South,Electronics,Mobile Phone,33112.95,4,0.15,112584.03,92681.78,19902.25
11417,2022-05-11,North,Electronics,Headphones,8134.76,2,0.1,14642.57,10000.87,4641.7
14679,2022-05-11,North,Furniture,Table,18396.62,5,0.1,82784.79,57429.65,25355.14
13109,2022-05-11,Central,Food & Beverage,Protein Bar,328.89,4,0.15,1118.23,892.15,226.08
13307,2022-05-11,North,Clothing,Jeans,2127.35,3,0.0,6382.05,3523.45,2858.6
11746,2022-05-11,East,Food & Beverage,Coffee Beans,1131.54,7,0.1,7128.7,5188.34,1940.36
14446,2022-05-11,West,Clothing,Jacket,4788.25,4,0.0,19153.0,10829.78,8323.22
12390,2022-05-12,West,Clothing,T-Shirt,834.5,8,0.1,6008.4,3851.86,2156.54
11615,2022-05-12,South,Food & Beverage,Juice Pack,260.22,2,0.2,416.35,278.09,138.26
14621,2022-05-12,South,Clothing,Jacket,4552.85,4,0.1,16390.26,9501.66,6888.6
14057,2022-05-13,East,Food & Beverage,Tea Set,1892.32,4,0.15,6433.89,3838.36,2595.53
13820,2022-05-13,East,Furniture,Bed Frame,19960.89,9,0.0,179648.01,108041.28,71606.73
10169,2022-05-14,West,Food & Beverage,Coffee Beans,1209.48,6,0.1,6531.19,3663.85,2867.34
11852,2022-05-14,Central,Clothing,T-Shirt,725.34,4,0.0,2901.36,2013.44,887.92
11869,2022-05-14,South,Electronics,Headphones,7844.41,3,0.0,23533.23,13232.29,10300.94
13563,2022-05-14,West,Sports,Running Shoes,4633.36,3,0.0,13900.08,8379.11,5520.97
13258,2022-05-15,Central,Furniture,Sofa,41124.75,1,0.05,39068.51,28073.76,10994.75
11478,2022-05-15,South,Food & Beverage,Coffee Beans,1194.23,4,0.0,4776.92,2739.25,2037.67
10946,2022-05-15,South,Clothing,Shoes,3323.8,5,0.2,13295.2,9103.88,4191.32
14223,2022-05-16,West,Sports,Tennis Racket,6530.1,5,0.0,32650.5,16870.02,15780.48
11643,2022-05-16,East,Food & Beverage,Tea Set,1959.24,2,0.15,3330.71,2328.43,1002.28
13547,2022-05-16,East,Electronics,Headphones,7401.55,3,0.05,21094.42,12839.03,8255.39
13209,2022-05-16,East,Sports,Running Shoes,4651.53,2,0.1,8372.75,6199.32,2173.43
13907,2022-05-16,North,Furniture,Sofa,48949.09,3,0.05,139504.91,101930.84,37574.07
14040,2022-05-16,North,Clothing,Dress,2833.8,8,0.1,20403.36,15001.15,5402.21
13042,2022-05-17,North,Food & Beverage,Protein Bar,325.43,4,0.0,1301.72,846.35,455.37
13864,2022-05-17,East,Electronics,Headphones,8071.77,6,0.1,43587.56,30088.78,13498.78
12728,2022-05-17,East,Sports,Dumbbells,2753.78,7,0.0,19276.46,10925.9,8350.56
12725,2022-05-18,North,Furniture,Table,19648.13,6,0.0,117888.78,72389.56,45499.22
11471,2022-05-18,Central,Clothing,Jeans,2159.47,4,0.0,8637.88,5577.43,3060.45
14515,2022-05-18,East,Electronics,Headphones,7666.02,4,0.15,26064.47,19511.19,6553.28
12911,2022-05-18,East,Sports,Tennis Racket,5653.94,2,0.2,9046.3,7172.2,1874.1
13167,2022-05-19,South,Food & Beverage,Tea Set,1855.41,3,0.0,5566.23,3179.04,2387.19
11267,2022-05-19,West,Sports,Yoga Mat,1350.7,3,0.0,4052.1,2118.24,1933.86
11280,2022-05-19,East,Furniture,Bed Frame,21803.45,4,0.1,78492.42,45277.12,33215.3
14085,2022-05-19,North,Electronics,Headphones,7941.18,6,0.1,42882.37,25220.19,17662.18
14088,2022-05-20,Central,Furniture,Bed Frame,20172.96,4,0.0,80691.84,54921.83,25770.01
13420,2022-05-20,West,Sports,Yoga Mat,1398.06,3,0.1,3774.76,2565.4,1209.36
13319,2022-05-20,North,Clothing,Dress,3035.19,1,0.0,3035.19,1739.59,1295.6
11554,2022-05-20,North,Sports,Yoga Mat,1427.33,4,0.1,5138.39,3165.09,1973.3
14789,2022-05-21,South,Clothing,Dress,2760.79,4,0.1,9938.84,7723.89,2214.95
10259,2022-05-21,Central,Clothing,Dress,3097.1,4,0.0,12388.4,7587.39,4801.01
13606,2022-05-21,North,Clothing,T-Shirt,799.52,5,0.2,3198.08,2722.18,475.9
10219,2022-05-21,South,Furniture,Table,19472.52,2,0.15,33103.28,27038.72,6064.56
11114,2022-05-21,South,Clothing,Jacket,4255.8,2,0.0,8511.6,5537.18,2974.42
10068,2022-05-21,South,Furniture,Sofa,41018.03,5,0.0,205090.15,108410.31,96679.84
10492,2022-05-22,West,Electronics,Tablet,28634.43,4,0.05,108810.83,61833.65,46977.18
14537,2022-05-22,East,Electronics,Tablet,26857.55,2,0.05,51029.34,32830.87,18198.47
10012,2022-05-23,North,Clothing,Jacket,4538.43,3,0.0,13615.29,9495.0,4120.29
12451,2022-05-23,South,Clothing,Jacket,4053.04,5,0.05,19251.94,12654.39,6597.55
11400,2022-05-24,Central,Clothing,T-Shirt,734.37,5,0.05,3488.26,2215.26,1273.0
13454,2022-05-24,East,Electronics,Smart Watch,13526.04,3,0.1,36520.31,28162.46,8357.85
11694,2022-05-25,Central,Sports,Cycling Helmet,2628.47,5,0.0,13142.35,8276.39,4865.96
14109,2022-05-25,Central,Food & Beverage,Juice Pack,235.22,5,0.0,1176.1,783.0,393.1
14310,2022-05-25,North,Furniture,Sofa,46538.62,3,0.0,139615.86,80802.97,58812.89
13792,2022-05-26,North,Sports,Tennis Racket,6224.15,5,0.0,31120.75,17612.1,13508.65
14410,2022-05-26,North,Clothing,Dress,2734.86,2,0.0,5469.72,2948.14,2521.58
11156,2022-05-26,North,Clothing,Shoes,3361.59,6,0.2,16135.63,10122.33,6013.3
10834,2022-05-26,West,Clothing,Dress,3280.02,4,0.0,13120.08,6740.45,6379.63
13419,2022-05-26,South,Clothing,Dress,2773.32,4,0.0,11093.28,6894.32,4198.96
10654,2022-05-26,South,Food & Beverage,Coffee Beans,1218.45,3,0.15,3107.05,1893.38,1213.67
11323,2022-05-26,East,Sports,Cycling Helmet,2751.19,6,0.05,15681.78,8859.24,6822.54
14510,2022-05-27,South,Food & Beverage,Protein Bar,276.99,4,0.05,1052.56,637.02,415.54
11087,2022-05-27,North,Clothing,Jacket,4470.65,4,0.0,17882.6,10825.47,7057.13
13378,2022-05-27,North,Furniture,Bookshelf,8488.19,5,0.0,42440.95,22670.86,19770.09
10948,2022-05-28,South,Electronics,Headphones,8744.98,3,0.15,22299.7,16686.74,5612.96
12537,2022-05-28,East,Clothing,Dress,2888.45,3,0.05,8232.08,5524.34,2707.74
11046,2022-05-29,Central,Furniture,Sofa,45025.05,3,0.0,135075.15,81634.85,53440.3
11967,2022-05-30,West,Food & Beverage,Juice Pack,255.72,5,0.15,1086.81,746.61,340.2
13898,2022-05-30,Central,Clothing,T-Shirt,765.04,2,0.1,1377.07,945.62,431.45
10761,2022-05-31,North,Furniture,Chair,11568.96,3,0.0,34706.88,21760.57,12946.31
13508,2022-05-31,Central,Furniture,Sofa,46634.65,4,0.0,186538.6,102189.4,84349.2
10391,2022-06-01,West,Clothing,Shoes,3426.6,2,0.0,6853.2,4170.89,2682.31
12953,2022-06-01,East,Food & Beverage,Protein Bar,275.29,7,0.2,1541.62,1239.97,301.65
13721,2022-06-01,South,Sports,Tennis Racket,6176.47,3,0.0,18529.41,9784.57,8744.84
10399,2022-06-01,South,Furniture,Chair,12730.65,4,0.05,48376.47,35623.63,12752.84
10927,2022-06-02,South,Clothing,Dress,3192.51,2,0.0,6385.02,3264.82,3120.2
12122,2022-06-02,Central,Furniture,Sofa,42891.72,3,0.05,122241.4,69134.95,53106.45
10721,2022-06-03,North,Electronics,Mobile Phone,35807.95,2,0.15,60873.51,38269.09,22604.42
12299,2022-06-03,South,Sports,Cycling Helmet,3043.97,3,0.0,9131.91,6080.98,3050.93
10177,2022-06-03,South,Electronics,Headphones,8020.3,3,0.05,22857.85,12927.62,9930.23
13041,2022-06-03,East,Sports,Running Shoes,4147.08,5,0.0,20735.4,13805.06,6930.34
12400,2022-06-03,Central,Food & Beverage,Snack Box,432.38,6,0.0,2594.28,1773.89,820.39
12966,2022-06-04,Central,Electronics,Smart Watch,14597.62,5,0.2,58390.48,46699.81,11690.67
10051,2022-06-04,West,Sports,Yoga Mat,1638.79,5,0.0,8193.95,4507.07,3686.88
11602,2022-06-04,Central,Clothing,Jacket,4186.93,5,0.0,20934.65,14590.91,6343.74
14913,2022-06-04,West,Food & Beverage,Protein Bar,275.7,1,0.0,275.7,168.1,107.6
13082,2022-06-05,South,Electronics,Laptop,68634.02,2,0.15,116677.83,92231.18,24446.65
11388,2022-06-05,West,Furniture,Bookshelf,8380.35,4,0.15,28493.19,20099.27,8393.92
11923,2022-06-05,East,Electronics,Tablet,27203.21,4,0.2,87050.27,63024.93,24025.34
10554,2022-06-05,East,Sports,Tennis Racket,6128.22,7,0.1,38607.79,27775.52,10832.27
12373,2022-06-06,South,Food & Beverage,Snack Box,450.36,6,0.0,2702.16,1724.09,978.07
10977,2022-06-06,North,Electronics,Smart Watch,16429.47,6,0.15,83790.3,68789.38,15000.92
13737,2022-06-06,South,Clothing,Jacket,4337.43,4,0.1,15614.75,11837.05,3777.7
11540,2022-06-06,North,Clothing,T-Shirt,745.32,4,0.05,2832.22,1609.25,1222.97
10386,2022-06-07,Central,Clothing,Dress,3061.77,7,0.0,21432.39,13036.93,8395.46
10684,2022-06-07,West,Food & Beverage,Tea Set,1891.85,4,0.0,7567.4,4737.33,2830.07
13493,2022-06-07,North,Electronics,Tablet,28613.01,6,0.2,137342.45,101992.95,35349.5
11607,2022-06-07,East,Sports,Running Shoes,4524.09,3,0.05,12893.66,8369.19,4524.47
11531,2022-06-07,Central,Clothing,Jeans,2128.38,3,0.2,5108.11,3474.95,1633.16
11842,2022-06-08,Central,Electronics,Headphones,7970.04,7,0.15,47421.74,35975.09,11446.65
12279,2022-06-08,West,Food & Beverage,Juice Pack,262.66,5,0.15,1116.31,873.91,242.4
10336,2022-06-08,East,Electronics,Smart Watch,13750.39,9,0.2,99002.81,83705.09,15297.72
10992,2022-06-09,Central,Furniture,Bookshelf,8476.75,3,0.0,25430.25,17394.49,8035.76
10754,2022-06-09,South,Furniture,Sofa,45080.05,3,0.0,135240.15,88664.69,46575.46
11328,2022-06-09,Central,Food & Beverage,Coffee Beans,1202.49,4,0.1,4328.96,3146.99,1181.97
11786,2022-06-09,East,Sports,Cycling Helmet,2647.2,7,0.1,16677.36,9357.15,7320.21
14166,2022-06-10,West,Electronics,Mobile Phone,33169.99,4,0.2,106143.97,73064.94,33079.03
14555,2022-06-10,East,Sports,Running Shoes,4520.91,4,0.1,16275.28,9475.74,6799.54
12855,2022-06-10,West,Sports,Running Shoes,4144.41,4,0.0,16577.64,9551.32,7026.32
12363,2022-06-11,Central,Food & Beverage,Coffee Beans,1280.87,3,0.15,3266.22,2482.76,783.46
10455,2022-06-11,East,Food & Beverage,Juice Pack,242.65,8,0.15,1650.02,1200.1,449.92
14447,2022-06-11,South,Furniture,Sofa,44285.76,4,0.0,177143.04,101606.49,75536.55
10035,2022-06-11,North,Food & Beverage,Coffee Beans,1239.24,1,0.2,991.39,659.48,331.91
12268,2022-06-11,South,Electronics,Laptop,80644.45,3,0.1,217740.01,133444.15,84295.86
14581,2022-06-11,Central,Sports,Dumbbells,3157.99,5,0.0,15789.95,10915.68,4874.27
10782,2022-06-11,West,Electronics,Smart Watch,14117.38,6,0.1,76233.85,45168.21,31065.64
10516,2022-06-11,West,Furniture,Chair,11609.3,3,0.1,31345.11,20143.48,11201.63
12656,2022-06-11,South,Electronics,Tablet,28594.3,3,0.0,85782.9,51723.25,34059.65
11706,2022-06-12,West,Furniture,Table,19350.12,4,0.0,77400.48,53473.61,23926.87
12912,2022-06-12,North,Food & Beverage,Tea Set,1786.83,3,0.1,4824.44,3008.8,1815.64
11092,2022-06-13,South,Clothing,Shoes,3751.65,7,0.0,26261.55,14166.75,12094.8
12621,2022-06-13,East,Sports,Tennis Racket,5995.48,7,0.0,41968.36,29101.0,12867.36
11157,2022-06-13,West,Electronics,Tablet,27677.4,2,0.1,49819.32,31425.52,18393.8
10378,2022-06-13,East,Furniture,Sofa,45739.79,6,0.05,260716.8,160850.16,99866.64
13929,2022-06-13,East,Clothing,Dress,2906.45,3,0.2,6975.48,5200.77,1774.71
11354,2022-06-13,South,Sports,Running Shoes,4424.6,5,0.05,21016.85,14537.76,6479.09
13637,2022-06-13,Central,Sports,Tennis Racket,5557.23,6,0.0,33343.38,21900.81,11442.57
13727,2022-06-14,East,Food & Beverage,Protein Bar,304.77,4,0.15,1036.22,632.8,403.42
10060,2022-06-14,South,Electronics,Smart Watch,13802.33,1,0.0,13802.33,7161.87,6640.46
11122,2022-06-14,South,Electronics,Tablet,29854.98,5,0.2,119419.92,81839.79,37580.13
10838,2022-06-15,West,Furniture,Table,19008.17,3,0.0,57024.51,32307.0,24717.51
12553,2022-06-15,Central,Food & Beverage,Protein Bar,309.45,7,0.0,2166.15,1405.48,760.67
10118,2022-06-15,South,Clothing,Jeans,2173.22,5,0.05,10322.79,5937.7,4385.09
12481,2022-06-15,East,Clothing,T-Shirt,734.92,5,0.05,3490.87,2275.55,1215.32
12626,2022-06-16,West,Food & Beverage,Tea Set,1869.33,6,0.0,11215.98,7507.31,3708.67
13546,2022-06-16,South,Clothing,Dress,3075.03,2,0.05,5842.56,3175.67,2666.89
12713,2022-06-16,North,Food & Beverage,Coffee Beans,1102.3,5,0.05,5235.93,2906.5,2329.43
10176,2022-06-16,South,Clothing,Jeans,2249.9,5,0.1,10124.55,6992.1,3132.45
14387,2022-06-17,Central,Furniture,Bed Frame,23708.94,3,0.15,60457.8,49134.06,11323.74
10482,2022-06-17,Central,Food & Beverage,Tea Set,1716.67,5,0.15,7295.85,4421.43,2874.42
14016,2022-06-17,Central,Sports,Running Shoes,4610.8,10,0.0,46108.0,27905.4,18202.6
13468,2022-06-17,West,Food & Beverage,Snack Box,475.07,3,0.0,1425.21,935.52,489.69
10132,2022-06-17,West,Electronics,Smart Watch,14694.51,6,0.0,88167.06,48044.08,40122.98
11711,2022-06-17,Central,Electronics,Laptop,77432.79,3,0.15,197453.61,159829.46,37624.15
13559,2022-06-18,North,Sports,Yoga Mat,1616.49,8,0.2,10345.54,8644.87,1700.67
14922,2022-06-18,South,Electronics,Smart Watch,16148.84,4,0.0,64595.36,32830.66,31764.7
12367,2022-06-19,South,Electronics,Smart Watch,14505.74,1,0.2,11604.59,8146.26,3458.33
14822,2022-06-19,South,Clothing,T-Shirt,805.02,8,0.0,6440.16,4367.22,2072.94
14333,2022-06-19,South,Clothing,Shoes,3502.24,1,0.0,3502.24,2180.25,1321.99
12102,2022-06-19,North,Food & Beverage,Tea Set,1681.74,5,0.0,8408.7,5236.03,3172.67
12817,2022-06-19,East,Electronics,Headphones,8437.32,5,0.2,33749.28,28289.55,5459.73
10376,2022-06-19,West,Electronics,Headphones,8093.83,7,0.1,50991.13,31448.85,19542.28
14022,2022-06-19,South,Sports,Cycling Helmet,2882.34,7,0.0,20176.38,12484.92,7691.46
11713,2022-06-20,West,Furniture,Sofa,42258.8,1,0.1,38032.92,23177.48,14855.44
14698,2022-06-20,Central,Furniture,Chair,12091.7,4,0.15,41111.78,31980.11,9131.67
11459,2022-06-20,Central,Electronics,Headphones,7805.11,5,0.0,39025.55,21786.35,17239.2
13059,2022-06-20,North,Electronics,Headphones,7472.34,1,0.0,7472.34,4239.78,3232.56
14105,2022-06-21,South,Furniture,Bed Frame,20149.56,4,0.1,72538.42,53177.32,19361.1
14245,2022-06-21,East,Clothing,Jacket,4511.83,5,0.05,21431.19,12479.63,8951.56
12705,2022-06-21,North,Sports,Dumbbells,2987.5,2,0.0,5975.0,4027.51,1947.49
14652,2022-06-21,South,Sports,Dumbbells,2864.53,3,0.0,8593.59,5837.51,2756.08
11771,2022-06-22,North,Sports,Running Shoes,4375.96,5,0.05,20785.81,13809.56,6976.25
14117,2022-06-22,South,Sports,Cycling Helmet,2823.29,4,0.15,9599.19,6710.89,2888.3
12437,2022-06-22,East,Food & Beverage,Protein Bar,281.8,8,0.0,2254.4,1502.45,751.95
10720,2022-06-22,Central,Sports,Running Shoes,4228.78,4,0.2,13532.1,9900.42,3631.68
10663,2022-06-22,South,Sports,Tennis Racket,5515.97,7,0.1,34750.61,25580.11,9170.5
14420,2022-06-22,Central,Sports,Cycling Helmet,2911.29,2,0.0,5822.58,3664.25,2158.33
14584,2022-06-23,North,Clothing,Dress,2775.49,3,0.1,7493.82,5168.78,2325.04
11917,2022-06-23,South,Electronics,Tablet,25226.01,6,0.05,143788.26,83013.65,60774.61
10104,2022-06-23,East,Sports,Tennis Racket,6104.21,4,0.0,24416.84,13981.48,10435.36
10704,2022-06-23,Central,Electronics,Smart Watch,14210.77,2,0.0,28421.54,18744.09,9677.45
10331,2022-06-23,East,Sports,Cycling Helmet,2779.8,4,0.15,9451.32,7020.17,2431.15
13766,2022-06-23,West,Food & Beverage,Juice Pack,252.05,4,0.05,957.79,604.0,353.79
10292,2022-06-23,North,Clothing,Jeans,2331.43,8,0.2,14921.15,10587.56,4333.59
11347,2022-06-23,South,Food & Beverage,Snack Box,426.74,5,0.2,1706.96,1259.81,447.15
12163,2022-06-23,Central,Sports,Dumbbells,2846.02,6,0.05,16222.31,10408.71,5813.6
11594,2022-06-23,North,Furniture,Chair,11246.99,7,0.0,78728.93,53690.35,25038.58
12146,2022-06-23,East,Sports,Cycling Helmet,2883.46,4,0.2,9227.07,6262.86,2964.21
10171,2022-06-24,South,Electronics,Smart Watch,15086.81,8,0.2,96555.58,81436.84,15118.74
14116,2022-06-24,East,Sports,Cycling Helmet,2670.42,3,0.0,8011.26,5027.01,2984.25
11568,2022-06-24,North,Clothing,Shoes,3541.92,6,0.05,20188.94,14146.17,6042.77
14808,2022-06-24,Central,Sports,Cycling Helmet,2988.28,4,0.15,10160.15,6935.58,3224.57
10154,2022-06-25,South,Food & Beverage,Snack Box,439.48,2,0.1,791.06,468.71,322.35
11200,2022-06-25,North,Electronics,Mobile Phone,34974.26,7,0.1,220337.84,141862.87,78474.97
10362,2022-06-25,Central,Furniture,Chair,12039.77,1,0.1,10835.79,6038.34,4797.45
11868,2022-06-25,North,Electronics,Headphones,7800.39,5,0.0,39001.95,21109.0,17892.95
11741,2022-06-26,West,Clothing,Jeans,2138.75,3,0.0,6416.25,3485.23,2931.02
12768,2022-06-26,Central,Food & Beverage,Coffee Beans,1134.67,6,0.0,6808.02,4486.42,2321.6
10397,2022-06-26,North,Furniture,Bookshelf,8906.97,4,0.15,30283.7,21211.72,9071.98
13345,2022-06-26,South,Food & Beverage,Tea Set,1656.76,6,0.15,8449.48,6499.78,1949.7
11724,2022-06-26,East,Food & Beverage,Protein Bar,314.94,8,0.05,2393.54,1370.61,1022.93
11040,2022-06-27,East,Food & Beverage,Juice Pack,259.16,4,0.15,881.14,623.74,257.4
13361,2022-06-27,Central,Furniture,Table,17076.18,1,0.0,17076.18,9376.23,7699.95
14479,2022-06-27,West,Clothing,T-Shirt,803.36,8,0.0,6426.88,3302.73,3124.15
10628,2022-06-28,West,Electronics,Mobile Phone,37344.63,3,0.0,112033.89,75475.2,36558.69
12197,2022-06-28,North,Clothing,Dress,3272.49,5,0.0,16362.45,9222.31,7140.14
11301,2022-06-28,East,Food & Beverage,Coffee Beans,1304.07,7,0.0,9128.49,4680.24,4448.25
14270,2022-06-28,South,Food & Beverage,Juice Pack,266.49,6,0.05,1518.99,818.66,700.33
12063,2022-06-28,East,Sports,Cycling Helmet,2730.02,5,0.0,13650.1,9244.66,4405.44
13949,2022-06-28,North,Furniture,Table,18510.8,5,0.05,87926.3,59658.72,28267.58
12301,2022-06-28,West,Electronics,Headphones,8533.77,3,0.0,25601.31,15497.44,10103.87
12259,2022-06-28,South,Furniture,Chair,11690.95,6,0.0,70145.7,44288.5,25857.2
11511,2022-06-29,South,Food & Beverage,Snack Box,447.83,3,0.2,1074.79,758.59,316.2
12968,2022-06-29,Central,Food & Beverage,Tea Set,1737.05,7,0.15,10335.45,7549.89,2785.56
11212,2022-06-30,South,Clothing,Dress,3025.38,3,0.05,8622.33,4844.12,3778.21
14995,2022-06-30,East,Clothing,T-Shirt,727.57,4,0.0,2910.28,1534.76,1375.52
14308,2022-06-30,Central,Sports,Dumbbells,3101.79,3,0.05,8840.1,5054.75,3785.35
10841,2022-06-30,South,Sports,Cycling Helmet,2677.82,2,0.15,4552.29,2701.22,1851.07
13257,2022-06-30,East,Sports,Running Shoes,4339.29,7,0.15,25818.78,15442.78,10376.0
12955,2022-06-30,West,Clothing,Jacket,4464.67,5,0.1,20091.01,13478.82,6612.19
13055,2022-07-01,Central,Sports,Running Shoes,4111.89,6,0.0,24671.34,14167.44,10503.9
10755,2022-07-01,East,Food & Beverage,Coffee Beans,1190.58,9,0.0,10715.22,6871.4,3843.82
13355,2022-07-01,Central,Furniture,Bookshelf,8583.31,3,0.2,20599.94,16805.38,3794.56
14370,2022-07-01,West,Food & Beverage,Snack Box,475.51,1,0.0,475.51,312.02,163.49
13806,2022-07-01,North,Food & Beverage,Protein Bar,271.01,5,0.15,1151.79,714.11,437.68
14122,2022-07-01,Central,Food & Beverage,Coffee Beans,1174.65,4,0.0,4698.6,3195.93,1502.67
13112,2022-07-02,North,Food & Beverage,Tea Set,1940.16,8,0.15,13193.09,10384.52,2808.57
12130,2022-07-02,East,Furniture,Sofa,44636.28,4,0.0,178545.12,96330.37,82214.75
10866,2022-07-02,North,Sports,Cycling Helmet,2777.78,2,0.0,5555.56,3837.01,1718.55
14027,2022-07-02,North,Electronics,Headphones,7612.93,4,0.05,28929.13,18870.97,10058.16
10800,2022-07-02,South,Food & Beverage,Protein Bar,306.03,5,0.2,1224.12,1047.42,176.7
11135,2022-07-03,South,Clothing,Shoes,3583.01,2,0.0,7166.02,3713.34,3452.68
11817,2022-07-03,South,Furniture,Bookshelf,9274.55,6,0.15,47300.2,33894.64,13405.56
14257,2022-07-04,South,Furniture,Chair,11312.19,4,0.2,36199.01,28581.84,7617.17
14276,2022-07-04,South,Food & Beverage,Juice Pack,263.59,3,0.05,751.23,540.98,210.25
11187,2022-07-04,South,Food & Beverage,Juice Pack,273.53,4,0.2,875.3,602.67,272.63
10867,2022-07-04,Central,Electronics,Laptop,68589.98,4,0.0,274359.92,144074.27,130285.65
14953,2022-07-04,North,Furniture,Chair,12547.85,7,0.05,83443.2,45563.69,37879.51
11624,2022-07-04,West,Clothing,Jeans,2223.55,5,0.0,11117.75,6489.31,4628.44
12769,2022-07-05,South,Electronics,Mobile Phone,38266.71,5,0.0,191333.55,108086.78,83246.77
10982,2022-07-05,West,Furniture,Bed Frame,23654.11,5,0.0,118270.55,81516.48,36754.07
10811,2022-07-05,East,Electronics,Headphones,8550.39,3,0.0,25651.17,15129.46,10521.71
13076,2022-07-05,West,Furniture,Bed Frame,23021.33,8,0.05,174962.11,104213.9,70748.21
11403,2022-07-05,East,Sports,Running Shoes,4819.16,3,0.0,14457.48,8651.0,5806.48
10220,2022-07-05,West,Electronics,Laptop,70214.65,6,0.05,400223.5,240912.08,159311.42
11461,2022-07-05,North,Food & Beverage,Juice Pack,241.29,10,0.0,2412.9,1670.58,742.32
12989,2022-07-05,Central,Furniture,Bookshelf,8595.14,3,0.0,25785.42,14140.05,11645.37
12185,2022-07-06,North,Food & Beverage,Snack Box,458.16,4,0.1,1649.38,942.17,707.21
10893,2022-07-06,Central,Sports,Running Shoes,4832.73,4,0.1,17397.83,12258.76,5139.07
14931,2022-07-06,South,Food & Beverage,Tea Set,1928.03,4,0.05,7326.51,5021.41,2305.1
11958,2022-07-06,East,Food & Beverage,Juice Pack,274.09,3,0.15,698.93,538.89,160.04
10278,2022-07-06,North,Electronics,Headphones,7970.15,1,0.0,7970.15,4399.23,3570.92
14518,2022-07-07,Central,Food & Beverage,Tea Set,1964.74,4,0.0,7858.96,4867.52,2991.44
13242,2022-07-07,North,Electronics,Headphones,8637.88,3,0.2,20730.91,16891.13,3839.78
13779,2022-07-07,South,Food & Beverage,Protein Bar,273.01,2,0.0,546.02,351.47,194.55
